ACCREDPROC_ID;ACTTAKENCODE_CODE;ANALYSISD;ANALYSISM;ANALYSISY;ANMETHCODE_BASE_ID;ANMETHTEXT;ANMETHREFID;SAMPMATINFO_EXPIRYD;SAMPMATINFO_EXPIRYM;SAMPMATINFO_EXPIRYY;EXPRRESTYPE_ID;EXPRRESPERC_FATPERC;EXPRRESPERC_MOISTPERC;LABACCRED_ID;LABID;LABCOUNTRY_ID;ANPORTSEQ;LOCALORGID;LOCALORGCOUNTRY_ID;SAMPUNITSIZE;SAMPUNITSIZEUNIT_ID;ORIGCOUNTRY_ID;ORIGFISHAREACODE_ID;ORIGFISHAREATEXT;PROCCOUNTRY_ID;PARAMCODE_BASE_ID;PARAMTEXT;PARAMTYPE_ID;SAMPMATINFO_BRANDNAME;SAMPMATINFO_MANUF;SAMPMATINFO_COM;SAMPMATINFO_PRODD;SAMPMATINFO_PRODM;SAMPMATINFO_PRODY;SAMPMATTEXT;PROGID;PROGLEGREF_CODE;SAMPSTRATEGY_ID;PROGTYPE_ID;SAMPMETHOD_ID;SAMPPOINT_ID;RESINFO_COM;EVALCODE_ID;EVALLIMITTYPE_ID;RESQUALVALUE_ID;RESTYPE_ID;RESUNIT_ID;CCALPHA;CCBETA;EVALLOWLIMIT;RESLOD;RESLOQ;RESVAL;RESVALUNCERTSD;RESVALUNCERT;RESVALREC;RESVALRECCORR_ID;SAMPCOUNTRY_ID;SAMPD;SAMPM;SAMPY;ANMATCODE;ANMATCODE_BASE_ID;ANMATCODE_ID_L1;ANMATCODE_ID_L2;ANMATCODE_ID_L3;ANMATCODE_ID_L4;ANMATCODE_ID_L5;ANMATCODE_ID_L6;ANMATCODE_ID_L7;ANMATCODE_ID_L8;ANMATCODE_ID_L9;ANMATCODE_ID_L10;ANMATCODE_ID_LAST;SAMPMATCODE;SAMPMATCODE_BASE_ID;SAMPMATCODE_ID_L1;SAMPMATCODE_ID_L2;SAMPMATCODE_ID_L3;SAMPMATCODE_ID_L4;SAMPMATCODE_ID_L5;SAMPMATCODE_ID_L6;SAMPMATCODE_ID_L7;SAMPMATCODE_ID_L8;SAMPMATCODE_ID_L9;SAMPMATCODE_ID_L10;SAMPMATCODE_ID_LAST;SAMPAREA;PROCAREA;ORIGAREA;RESID;SAMPID
Not Available;N_A;;;2008;LC-MS;N_A;N_A;;;;Whole weight;;;Accredited;N_A;Not Available;N_A;N_A;Not Available;;Not Available;Unknown;Not Available;N_A;Not Available;T-2 toxin;T-2;P001A;N_A;N_A;**;;;;**;N_A;N_A;Not specified;Unspecified;Unknown;Unknown;ResType amended from LOD to LOQ;Not Available;Not Available;Not Available;Non Quantified Value ( less than LOQ);Microgram/kilogram;;;;;5;;;;;Most accurate result value estimate;Norway;;;2008;A004B#F02.A067Z$F03.A06JD$F10.A06HR$F27.A001M$F28.A0C03$F28.A0C0A;Wheat wholemeal flour;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal and cereal-like flours;Wheat flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;A004B#F02.A067Z$F03.A06JD$F10.A06HR$F27.A001M$F28.A0C03$F28.A0C0A;Wheat wholemeal flour;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal and cereal-like flours;Wheat flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Not Available;Not Available;Not Available;F8A8C7CD4C4561E91ED03793D6D1CF51;CA683B7ABC64F121E7BF739747B2A755
Not Available;N_A;;;2008;LC-MS;N_A;N_A;;;;Whole weight;;;Accredited;N_A;Not Available;N_A;N_A;Not Available;;Not Available;Unknown;Not Available;N_A;Not Available;T-2 toxin;T-2;P001A;N_A;N_A;**;;;;**;N_A;N_A;Not specified;Unspecified;Unknown;Unknown;ResType amended from LOD to LOQ;Not Available;Not Available;Not Available;Non Quantified Value ( less than LOQ);Microgram/kilogram;;;;;5;;;;;Most accurate result value estimate;Norway;;;2008;A004B#F02.A067Z$F03.A06JD$F10.A06HR$F27.A001M$F28.A0C03$F28.A0C0A;Wheat wholemeal flour;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal and cereal-like flours;Wheat flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;A004B#F02.A067Z$F03.A06JD$F10.A06HR$F27.A001M$F28.A0C03$F28.A0C0A;Wheat wholemeal flour;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal and cereal-like flours;Wheat flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Not Available;Not Available;Not Available;542A4AE378CB9164979FBFABB0154BAE;9CF36AD45ADA303E6BAE08960DB53C27
Not Available;N_A;;;2008;LC-MS;N_A;N_A;;;;Whole weight;;;Accredited;N_A;Not Available;N_A;N_A;Not Available;;Not Available;Unknown;Not Available;N_A;Not Available;T-2 toxin;T-2;P001A;N_A;N_A;**;;;;**;N_A;N_A;Not specified;Unspecified;Unknown;Unknown;ResType amended from LOD to LOQ;Not Available;Not Available;Not Available;Non Quantified Value ( less than LOQ);Microgram/kilogram;;;;;5;;;;;Most accurate result value estimate;Norway;;;2008;A004B#F02.A067Z$F03.A06JD$F10.A06HR$F27.A001M$F28.A0C03$F28.A0C0A;Wheat wholemeal flour;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal and cereal-like flours;Wheat flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;A004B#F02.A067Z$F03.A06JD$F10.A06HR$F27.A001M$F28.A0C03$F28.A0C0A;Wheat wholemeal flour;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal and cereal-like flours;Wheat flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Not Available;Not Available;Not Available;7C5715A0CA85D45B70AF44306F98D133;44193BD61C32B3C5C001A95A0443870A
Not Available;N_A;;;2008;LC-MS;N_A;N_A;;;;Whole weight;;;Accredited;N_A;Not Available;N_A;N_A;Not Available;;Not Available;Unknown;Not Available;N_A;Not Available;T-2 toxin;T-2;P001A;N_A;N_A;**;;;;**;N_A;N_A;Not specified;Unspecified;Unknown;Unknown;ResType amended from LOD to LOQ;Not Available;Not Available;Not Available;Non Quantified Value ( less than LOQ);Microgram/kilogram;;;;;5;;;;;Most accurate result value estimate;Norway;;;2008;A004B#F02.A067Z$F03.A06JD$F10.A06HR$F27.A001M$F28.A0C03$F28.A0C0A;Wheat wholemeal flour;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal and cereal-like flours;Wheat flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;A004B#F02.A067Z$F03.A06JD$F10.A06HR$F27.A001M$F28.A0C03$F28.A0C0A;Wheat wholemeal flour;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal and cereal-like flours;Wheat flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Not Available;Not Available;Not Available;D31028DF58940E2934229C7693546124;7514A9E2EB2A422A081412862D6EA60E
Not Available;N_A;;;2008;LC-MS;N_A;N_A;;;;Whole weight;;;Accredited;N_A;Not Available;N_A;N_A;Not Available;;Not Available;Unknown;Not Available;N_A;Not Available;T-2 toxin;T-2;P001A;N_A;N_A;**;;;;**;N_A;N_A;Not specified;Unspecified;Unknown;Unknown;ResType amended from LOD to LOQ;Not Available;Not Available;Not Available;Non Quantified Value ( less than LOQ);Microgram/kilogram;;;;;5;;;;;Most accurate result value estimate;Norway;;;2008;A003Y#F02.A067Z$F03.A06JD$F10.A07XK$F10.A0F2R$F27.A001M$F28.A0C03$F28.A0C0A;Wheat flour white;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal and cereal-like flours;Wheat flour;Wheat flour white;Wheat flour white;Wheat flour white;Wheat flour white;Wheat flour white;A003Y#F02.A067Z$F03.A06JD$F10.A07XK$F10.A0F2R$F27.A001M$F28.A0C03$F28.A0C0A;Wheat flour white;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal and cereal-like flours;Wheat flour;Wheat flour white;Wheat flour white;Wheat flour white;Wheat flour white;Wheat flour white;Not Available;Not Available;Not Available;8D8B104491949ECFEBDCB4EF777123F8;3E079A892006608C3F7E0D969ED8FB44
Not Available;N_A;;;2008;LC-MS;N_A;N_A;;;;Whole weight;;;Accredited;N_A;Not Available;N_A;N_A;Not Available;;Not Available;Unknown;Not Available;N_A;Not Available;T-2 toxin;T-2;P001A;N_A;N_A;**;;;;**;N_A;N_A;Not specified;Unspecified;Unknown;Unknown;ResType amended from LOD to LOQ;Not Available;Not Available;Not Available;Non Quantified Value ( less than LOQ);Microgram/kilogram;;;;;5;;;;;Most accurate result value estimate;Norway;;;2008;A004B#F02.A067Z$F03.A06JD$F10.A06HR$F27.A001M$F28.A0C03$F28.A0C0A;Wheat wholemeal flour;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal and cereal-like flours;Wheat flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;A004B#F02.A067Z$F03.A06JD$F10.A06HR$F27.A001M$F28.A0C03$F28.A0C0A;Wheat wholemeal flour;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal and cereal-like flours;Wheat flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Not Available;Not Available;Not Available;89239F4707A6E578A5737DF03011D5ED;155239732CABCDB7BF982910586F9019
Not Available;N_A;;;2008;LC-MS;N_A;N_A;;;;Whole weight;;;Accredited;N_A;Not Available;N_A;N_A;Not Available;;Not Available;Unknown;Not Available;N_A;Not Available;T-2 toxin;T-2;P001A;N_A;N_A;**;;;;**;N_A;N_A;Not specified;Unspecified;Unknown;Unknown;ResType amended from LOD to LOQ;Not Available;Not Available;Not Available;Non Quantified Value ( less than LOQ);Microgram/kilogram;;;;;5;;;;;Most accurate result value estimate;Norway;;;2008;A003Y#F02.A067Z$F03.A06JD$F10.A07XK$F10.A0F2R$F27.A001M$F28.A0C03$F28.A0C0A;Wheat flour white;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal and cereal-like flours;Wheat flour;Wheat flour white;Wheat flour white;Wheat flour white;Wheat flour white;Wheat flour white;A003Y#F02.A067Z$F03.A06JD$F10.A07XK$F10.A0F2R$F27.A001M$F28.A0C03$F28.A0C0A;Wheat flour white;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal and cereal-like flours;Wheat flour;Wheat flour white;Wheat flour white;Wheat flour white;Wheat flour white;Wheat flour white;Not Available;Not Available;Not Available;3631E9C136795E442D5D47D82F8843EA;ED20F93C976DB08CC6B1320AE4B415BE
Not Available;N_A;;;2008;LC-MS;N_A;N_A;;;;Whole weight;;;Accredited;N_A;Not Available;N_A;N_A;Not Available;;Not Available;Unknown;Not Available;N_A;Not Available;T-2 toxin;T-2;P001A;N_A;N_A;**;;;;**;N_A;N_A;Not specified;Unspecified;Unknown;Unknown;ResType amended from LOD to LOQ;Not Available;Not Available;Not Available;Non Quantified Value ( less than LOQ);Microgram/kilogram;;;;;5;;;;;Most accurate result value estimate;Norway;;;2008;A003Y#F02.A067Z$F03.A06JD$F10.A07XK$F10.A0F2R$F27.A001M$F28.A0C03$F28.A0C0A;Wheat flour white;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal and cereal-like flours;Wheat flour;Wheat flour white;Wheat flour white;Wheat flour white;Wheat flour white;Wheat flour white;A003Y#F02.A067Z$F03.A06JD$F10.A07XK$F10.A0F2R$F27.A001M$F28.A0C03$F28.A0C0A;Wheat flour white;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal and cereal-like flours;Wheat flour;Wheat flour white;Wheat flour white;Wheat flour white;Wheat flour white;Wheat flour white;Not Available;Not Available;Not Available;69B3D97FC16616700B16032F357E75C2;4348C1D380A0C739CAE75C743004BA42
Not Available;N_A;;;2009;GC-MS;N_A;N_A;;;;Whole weight;;;Accredited;N_A;Not Available;N_A;N_A;Not Available;;Not Available;Unknown;Not Available;N_A;Not Available;T-2 toxin;T-2;P001A;N_A;N_A;**;;;;**;N_A;N_A;Not specified;Unspecified;Unknown;Unknown;ResType amended from LOD to LOQ;Not Available;Not Available;Not Available;Non Quantified Value ( less than LOQ);Microgram/kilogram;;;;;30;;;;;Most accurate result value estimate;Norway;;;2009;A004B#F02.A067Z$F03.A06JD$F10.A06HR$F27.A001M$F28.A0C03$F28.A0C0A;Wheat wholemeal flour;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal and cereal-like flours;Wheat flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;A004B#F02.A067Z$F03.A06JD$F10.A06HR$F27.A001M$F28.A0C03$F28.A0C0A;Wheat wholemeal flour;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal and cereal-like flours;Wheat flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Not Available;Not Available;Not Available;D601AB88B6F2902FA74E91EE10273909;CFF20F2249C9F9373B02AEB9DB2F1B70
Not Available;N_A;;;2009;LC-MS;N_A;N_A;;;;Whole weight;;;Accredited;N_A;Not Available;N_A;N_A;Not Available;;Not Available;Unknown;Not Available;N_A;Not Available;T-2 toxin;T-2;P001A;N_A;N_A;**;;;;**;N_A;N_A;Not specified;Unspecified;Unknown;Unknown;ResType amended from LOD to LOQ;Not Available;Not Available;Not Available;Non Quantified Value ( less than LOQ);Microgram/kilogram;;;;;2,5;;;;;Most accurate result value estimate;Norway;;;2009;A004P#F02.A067Y$F27.A001M$F28.A0C03$F28.A0C09;Wheat bran;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal bran;Wheat bran;Wheat bran;Wheat bran;Wheat bran;Wheat bran;Wheat bran;A004P#F02.A067Y$F27.A001M$F28.A0C03$F28.A0C09;Wheat bran;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal bran;Wheat bran;Wheat bran;Wheat bran;Wheat bran;Wheat bran;Wheat bran;Not Available;Not Available;Not Available;EEEAF71D4C545588E95F3F87ECB9D7CD;60985EF4384C2B2611393A5C8BC450A0
Not Available;N_A;;;2009;LC-MS;N_A;N_A;;;;Whole weight;;;Accredited;N_A;Not Available;N_A;N_A;Not Available;;Not Available;Unknown;Not Available;N_A;Not Available;T-2 toxin;T-2;P001A;N_A;N_A;**;;;;**;N_A;N_A;Not specified;Unspecified;Unknown;Unknown;N_A;Not Available;Not Available;Not Available;Non Detected Value ( less than LOD);Microgram/kilogram;;;;2,5;;;;;;Most accurate result value estimate;Norway;;;2009;A003Y#F02.A067Z$F03.A06JD$F10.A07XK$F10.A0F2R$F27.A001M$F28.A0C03$F28.A0C0A;Wheat flour white;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal and cereal-like flours;Wheat flour;Wheat flour white;Wheat flour white;Wheat flour white;Wheat flour white;Wheat flour white;A003Y#F02.A067Z$F03.A06JD$F10.A07XK$F10.A0F2R$F27.A001M$F28.A0C03$F28.A0C0A;Wheat flour white;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal and cereal-like flours;Wheat flour;Wheat flour white;Wheat flour white;Wheat flour white;Wheat flour white;Wheat flour white;Not Available;Not Available;Not Available;68920A47827AE5A48160BF1236E74087;46D23041C0360B838732B1C28BAFCE87
Not Available;N_A;;;2009;LC-MS;N_A;N_A;;;;Whole weight;;;Accredited;N_A;Not Available;N_A;N_A;Not Available;;Not Available;Unknown;Not Available;N_A;Not Available;T-2 toxin;T-2;P001A;N_A;N_A;**;;;;**;N_A;N_A;Not specified;Unspecified;Unknown;Unknown;N_A;Not Available;Not Available;Not Available;Non Detected Value ( less than LOD);Microgram/kilogram;;;;2,5;;;;;;Most accurate result value estimate;Norway;;;2009;A003Y#F02.A067Z$F03.A06JD$F10.A07XK$F10.A0F2R$F27.A001M$F28.A0C03$F28.A0C0A;Wheat flour white;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal and cereal-like flours;Wheat flour;Wheat flour white;Wheat flour white;Wheat flour white;Wheat flour white;Wheat flour white;A003Y#F02.A067Z$F03.A06JD$F10.A07XK$F10.A0F2R$F27.A001M$F28.A0C03$F28.A0C0A;Wheat flour white;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal and cereal-like flours;Wheat flour;Wheat flour white;Wheat flour white;Wheat flour white;Wheat flour white;Wheat flour white;Not Available;Not Available;Not Available;A71D73A0EDA8D71C9E629E7CC6E8E06A;5300E4B03BC4E80BF652269A587CCE5F
Not Available;N_A;;;2009;GC-MS;N_A;N_A;;;;Whole weight;;;Accredited;N_A;Not Available;N_A;N_A;Not Available;;Not Available;Unknown;Not Available;N_A;Not Available;T-2 toxin;T-2;P001A;N_A;N_A;**;;;;**;N_A;N_A;Not specified;Unspecified;Unknown;Unknown;ResType amended from LOD to LOQ;Not Available;Not Available;Not Available;Non Quantified Value ( less than LOQ);Microgram/kilogram;;;;;30;;;;;Most accurate result value estimate;Norway;;;2009;A004B#F02.A067Z$F03.A06JD$F10.A06HR$F27.A001M$F28.A0C03$F28.A0C0A;Wheat wholemeal flour;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal and cereal-like flours;Wheat flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;A004B#F02.A067Z$F03.A06JD$F10.A06HR$F27.A001M$F28.A0C03$F28.A0C0A;Wheat wholemeal flour;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal and cereal-like flours;Wheat flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Not Available;Not Available;Not Available;B08E14A6AFAFF7FC211E058FA9E05D4B;69AC1095F1CA592A925A32558952641E
Not Available;N_A;;;2009;LC-MS;N_A;N_A;;;;Whole weight;;;Accredited;N_A;Not Available;N_A;N_A;Not Available;;Not Available;Unknown;Not Available;N_A;Not Available;T-2 toxin;T-2;P001A;N_A;N_A;**;;;;**;N_A;N_A;Not specified;Unspecified;Unknown;Unknown;ResType amended from LOD to LOQ;Not Available;Not Available;Not Available;Non Quantified Value ( less than LOQ);Microgram/kilogram;;;;;2,5;;;;;Most accurate result value estimate;Norway;;;2009;A004B#F02.A067Z$F03.A06JD$F10.A06HR$F27.A001M$F28.A0C03$F28.A0C0A;Wheat wholemeal flour;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal and cereal-like flours;Wheat flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;A004B#F02.A067Z$F03.A06JD$F10.A06HR$F27.A001M$F28.A0C03$F28.A0C0A;Wheat wholemeal flour;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal and cereal-like flours;Wheat flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Not Available;Not Available;Not Available;C9962E826C550A3932556755D048BE7A;170EA01426A7A1BBC076A6A111BBA2F1
Not Available;N_A;;;2009;GC-MS;N_A;N_A;;;;Whole weight;;;Accredited;N_A;Not Available;N_A;N_A;Not Available;;Not Available;Unknown;Not Available;N_A;Not Available;T-2 toxin;T-2;P001A;N_A;N_A;**;;;;**;N_A;N_A;Not specified;Unspecified;Unknown;Unknown;N_A;Not Available;Not Available;Not Available;Non Detected Value ( less than LOD);Microgram/kilogram;;;;30;;;;;;Most accurate result value estimate;Norway;;;2009;A003Y#F02.A067Z$F03.A06JD$F10.A07XK$F10.A0F2R$F27.A001M$F28.A0C03$F28.A0C0A;Wheat flour white;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal and cereal-like flours;Wheat flour;Wheat flour white;Wheat flour white;Wheat flour white;Wheat flour white;Wheat flour white;A003Y#F02.A067Z$F03.A06JD$F10.A07XK$F10.A0F2R$F27.A001M$F28.A0C03$F28.A0C0A;Wheat flour white;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal and cereal-like flours;Wheat flour;Wheat flour white;Wheat flour white;Wheat flour white;Wheat flour white;Wheat flour white;Not Available;Not Available;Not Available;5AAF6462240495F01EA3C61D72E8EF4D;1D37E0451509ECA28DB340D219A51F5F
Not Available;N_A;;;2009;LC-MS;N_A;N_A;;;;Whole weight;;;Accredited;N_A;Not Available;N_A;N_A;Not Available;;Not Available;Unknown;Not Available;N_A;Not Available;T-2 toxin;T-2;P001A;N_A;N_A;**;;;;**;N_A;N_A;Not specified;Unspecified;Unknown;Unknown;ResType amended from LOD to LOQ;Not Available;Not Available;Not Available;Non Quantified Value ( less than LOQ);Microgram/kilogram;;;;;2,5;;;;;Most accurate result value estimate;Norway;;;2009;A004B#F02.A067Z$F03.A06JD$F10.A06HR$F27.A001M$F28.A0C03$F28.A0C0A;Wheat wholemeal flour;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal and cereal-like flours;Wheat flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;A004B#F02.A067Z$F03.A06JD$F10.A06HR$F27.A001M$F28.A0C03$F28.A0C0A;Wheat wholemeal flour;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal and cereal-like flours;Wheat flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Not Available;Not Available;Not Available;E901C3576DD4F946ADDEBC4AD27170AA;0DED671D6639D486799A275B471A870C
Not Available;N_A;;;2009;LC-MS;N_A;N_A;;;;Whole weight;;;Accredited;N_A;Not Available;N_A;N_A;Not Available;;Not Available;Unknown;Not Available;N_A;Not Available;T-2 toxin;T-2;P001A;N_A;N_A;**;;;;**;N_A;N_A;Not specified;Unspecified;Unknown;Unknown;ResType amended from LOD to LOQ;Not Available;Not Available;Not Available;Non Quantified Value ( less than LOQ);Microgram/kilogram;;;;;2,5;;;;;Most accurate result value estimate;Norway;;;2009;A004B#F02.A067Z$F03.A06JD$F10.A06HR$F27.A001M$F28.A0C03$F28.A0C0A;Wheat wholemeal flour;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal and cereal-like flours;Wheat flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;A004B#F02.A067Z$F03.A06JD$F10.A06HR$F27.A001M$F28.A0C03$F28.A0C0A;Wheat wholemeal flour;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal and cereal-like flours;Wheat flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Wheat wholemeal flour;Not Available;Not Available;Not Available;55E80E71B123575F510B7C822E73EA14;42CFE769190AB4B2CE7DF03CFF6C743E
Not Available;N_A;;;2009;LC-MS;N_A;N_A;;;;Whole weight;;;Accredited;N_A;Not Available;N_A;N_A;Not Available;;Not Available;Unknown;Not Available;N_A;Not Available;T-2 toxin;T-2;P001A;N_A;N_A;**;;;;**;N_A;N_A;Not specified;Unspecified;Unknown;Unknown;N_A;Not Available;Not Available;Not Available;Non Detected Value ( less than LOD);Microgram/kilogram;;;;2,5;;;;;;Most accurate result value estimate;Norway;;;2009;A003Y#F02.A067Z$F03.A06JD$F10.A07XK$F10.A0F2R$F27.A001M$F28.A0C03$F28.A0C0A;Wheat flour white;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal and cereal-like flours;Wheat flour;Wheat flour white;Wheat flour white;Wheat flour white;Wheat flour white;Wheat flour white;A003Y#F02.A067Z$F03.A06JD$F10.A07XK$F10.A0F2R$F27.A001M$F28.A0C03$F28.A0C0A;Wheat flour white;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal and cereal-like flours;Wheat flour;Wheat flour white;Wheat flour white;Wheat flour white;Wheat flour white;Wheat flour white;Not Available;Not Available;Not Available;E6DA27FC051B1D592EAA3AA753DBE349;C4D22DF49A837F52B55E49D806559416
Not Available;N_A;;;2009;LC-MS;N_A;N_A;;;;Whole weight;;;Accredited;N_A;Not Available;N_A;N_A;Not Available;;Not Available;Unknown;Not Available;N_A;Not Available;T-2 toxin;T-2;P001A;N_A;N_A;**;;;;**;N_A;N_A;Not specified;Unspecified;Unknown;Unknown;N_A;Not Available;Not Available;Not Available;Non Detected Value ( less than LOD);Microgram/kilogram;;;;2,5;;;;;;Most accurate result value estimate;Norway;;;2009;A003Y#F02.A067Z$F03.A06JD$F10.A07XK$F10.A0F2R$F27.A001M$F28.A0C03$F28.A0C0A;Wheat flour white;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal and cereal-like flours;Wheat flour;Wheat flour white;Wheat flour white;Wheat flour white;Wheat flour white;Wheat flour white;A003Y#F02.A067Z$F03.A06JD$F10.A07XK$F10.A0F2R$F27.A001M$F28.A0C03$F28.A0C0A;Wheat flour white;Food;Grains and grain-based products;Cereal grains and similar and primary derivatives thereof;Cereal primary derivatives;Cereal and cereal-like flours;Wheat flour;Wheat flour white;Wheat flour white;Wheat flour white;Wheat flour white;Wheat flour white;Not Available;Not Available;Not Available;24BFCE7ABAD2866AB074B258D8653B2C;ADCBE85059D6C43123C872D124138077
